Date,Year,Month_of_Year,Day_of_Week,Time_of_Day,Lignite_Gen(MW),FossilGas_Gen(MW),Solar_Gen(MW),Wind_Gen(MW),Total_Load(MW),Import_Export(MW)
2020-01-06,2020,1,1,19,6.0,708.0,1935.0,1397.0,955.0,-3091.0
2020-01-06,2020,1,1,20,8.0,587.0,179.0,1219.0,572.0,-1421.0
2020-01-06,2020,1,1,21,7.0,774.0,3876.0,327.0,1472.0,-3512.0
2020-01-06,2020,1,1,22,13.0,1509.0,226.0,664.0,1524.0,-888.0
2020-01-06,2020,1,1,23,4.0,1334.0,1270.0,389.0,1348.0,-1649.0
2020-01-06,2020,1,1,24,4.0,977.0,166.0,774.0,685.0,-1236.0
2020-01-07,2020,1,2,1,5.0,1201.0,643.0,1161.0,1198.0,-1812.0
2020-01-07,2020,1,2,2,11.0,460.0,225.0,544.0,378.0,-862.0
2020-01-07,2020,1,2,3,8.0,678.0,3393.0,1081.0,1226.0,-3934.0
2020-01-07,2020,1,2,4,9.0,167.0,763.0,1052.0,272.0,-1719.0
2020-01-07,2020,1,2,5,3.0,881.0,197.0,347.0,458.0,-970.0
2020-01-07,2020,1,2,6,19.0,1003.0,374.0,218.0,1161.0,-453.0
2020-01-07,2020,1,2,7,19.0,1118.0,378.0,196.0,1278.0,-433.0
2020-01-07,2020,1,2,8,7.0,617.0,467.0,1473.0,614.0,-1950.0
2020-01-07,2020,1,2,9,10.0,1478.0,417.0,1062.0,1326.0,-1641.0
2020-01-07,2020,1,2,10,7.0,655.0,3008.0,1385.0,1030.0,-4025.0
2020-01-07,2020,1,2,11,7.0,1050.0,166.0,755.0,870.0,-1108.0
2020-01-07,2020,1,2,12,5.0,512.0,691.0,932.0,492.0,-1648.0
2020-01-07,2020,1,2,13,14.0,1339.0,181.0,534.0,1339.0,-729.0
2020-01-07,2020,1,2,14,8.0,1140.0,178.0,34.0,619.0,-741.0
2020-01-07,2020,1,2,15,9.0,910.0,2076.0,1413.0,1037.0,-3371.0
2020-01-07,2020,1,2,16,10.0,330.0,265.0,745.0,326.0,-1024.0
2020-01-07,2020,1,2,17,4.0,1352.0,601.0,680.0,1298.0,-1339.0
2020-01-07,2020,1,2,18,4.0,1117.0,169.0,1181.0,937.0,-1534.0
2020-01-07,2020,1,2,19,7.0,935.0,2792.0,1320.0,1269.0,-3785.0
2020-01-07,2020,1,2,20,5.0,1050.0,672.0,106.0,736.0,-1097.0
2020-01-07,2020,1,2,21,12.0,420.0,192.0,848.0,472.0,-1000.0
2020-01-07,2020,1,2,22,7.0,520.0,2176.0,1412.0,807.0,-3308.0
2020-01-07,2020,1,2,23,3.0,1150.0,541.0,251.0,844.0,-1101.0
2020-01-07,2020,1,2,24,7.0,782.0,2013.0,884.0,1090.0,-2596.0
2020-01-08,2020,1,3,1,8.0,945.0,175.0,164.0,557.0,-735.0
2020-01-08,2020,1,3,2,19.0,1130.0,382.0,180.0,1281.0,-430.0
2020-01-08,2020,1,3,3,8.0,298.0,1842.0,1419.0,576.0,-2991.0
2020-01-08,2020,1,3,4,10.0,889.0,171.0,963.0,803.0,-1230.0
2020-01-08,2020,1,3,5,3.0,1282.0,166.0,270.0,680.0,-1041.0
2020-01-08,2020,1,3,6,7.0,1416.0,442.0,1349.0,1190.0,-2024.0
2020-01-08,2020,1,3,7,10.0,311.0,250.0,819.0,319.0,-1071.0
2020-01-08,2020,1,3,8,19.0,624.0,424.0,244.0,792.0,-519.0
2020-01-08,2020,1,3,9,10.0,1129.0,167.0,695.0,1025.0,-976.0
2020-01-08,2020,1,3,10,6.0,1229.0,3805.0,225.0,1891.0,-3374.0
2020-01-08,2020,1,3,11,8.0,1093.0,231.0,1273.0,936.0,-1669.0
2020-01-08,2020,1,3,12,12.0,1254.0,288.0,893.0,1218.0,-1229.0
2020-01-08,2020,1,3,13,19.0,1656.0,517.0,237.0,1793.0,-636.0
2020-01-08,2020,1,3,14,8.0,1012.0,885.0,1410.0,956.0,-2359.0
2020-01-08,2020,1,3,15,5.0,1225.0,4103.0,238.0,2014.0,-3557.0
2020-01-08,2020,1,3,16,6.0,574.0,217.0,739.0,414.0,-1122.0
2020-01-08,2020,1,3,17,8.0,996.0,171.0,165.0,632.0,-708.0
2020-01-08,2020,1,3,18,18.0,1171.0,331.0,258.0,1328.0,-450.0
2020-01-08,2020,1,3,19,12.0,1687.0,332.0,731.0,1656.0,-1106.0
2020-01-08,2020,1,3,20,16.0,612.0,250.0,547.0,749.0,-676.0
2020-01-08,2020,1,3,21,6.0,1145.0,4111.0,322.0,1981.0,-3603.0
2020-01-08,2020,1,3,22,3.0,1135.0,183.0,207.0,642.0,-886.0
2020-01-08,2020,1,3,23,3.0,1399.0,656.0,967.0,1407.0,-1618.0
2020-01-08,2020,1,3,24,6.0,1141.0,3874.0,222.0,1842.0,-3401.0
2020-01-09,2020,1,4,1,6.0,761.0,173.0,1295.0,650.0,-1585.0
2020-01-09,2020,1,4,2,7.0,1224.0,172.0,1210.0,1002.0,-1611.0
2020-01-09,2020,1,4,3,5.0,1459.0,3907.0,353.0,2133.0,-3591.0
2020-01-09,2020,1,4,4,9.0,442.0,3408.0,1222.0,928.0,-4153.0
2020-01-09,2020,1,4,5,9.0,575.0,3513.0,1126.0,1115.0,-4108.0
2020-01-09,2020,1,4,6,8.0,1192.0,175.0,34.0,689.0,-720.0
2020-01-09,2020,1,4,7,15.0,388.0,302.0,908.0,542.0,-1071.0
2020-01-09,2020,1,4,8,10.0,110.0,1655.0,1249.0,327.0,-2697.0
2020-01-09,2020,1,4,9,13.0,1529.0,179.0,576.0,1500.0,-797.0
2020-01-09,2020,1,4,10,8.0,701.0,3231.0,1323.0,1130.0,-4133.0
2020-01-09,2020,1,4,11,18.0,1339.0,282.0,279.0,1462.0,-456.0
2020-01-09,2020,1,4,12,17.0,1157.0,223.0,192.0,1244.0,-345.0
2020-01-09,2020,1,4,13,18.0,1055.0,229.0,186.0,1139.0,-349.0
2020-01-09,2020,1,4,14,6.0,1137.0,3916.0,193.0,1839.0,-3413.0
2020-01-09,2020,1,4,15,8.0,963.0,166.0,777.0,840.0,-1074.0
2020-01-09,2020,1,4,16,10.0,1288.0,575.0,1162.0,1171.0,-1864.0
2020-01-09,2020,1,4,17,3.0,1206.0,167.0,329.0,701.0,-1004.0
2020-01-09,2020,1,4,18,19.0,1125.0,482.0,281.0,1353.0,-554.0
2020-01-09,2020,1,4,19,14.0,627.0,205.0,403.0,633.0,-616.0
2020-01-09,2020,1,4,20,5.0,1623.0,3304.0,400.0,2108.0,-3224.0
2020-01-09,2020,1,4,21,6.0,600.0,176.0,1066.0,518.0,-1330.0
2020-01-09,2020,1,4,22,10.0,1453.0,188.0,1020.0,1277.0,-1394.0
2020-01-09,2020,1,4,23,4.0,984.0,617.0,295.0,753.0,-1147.0
2020-01-09,2020,1,4,24,4.0,902.0,327.0,234.0,505.0,-962.0
2020-01-10,2020,1,5,1,3.0,1256.0,177.0,1036.0,1120.0,-1352.0
2020-01-10,2020,1,5,2,9.0,361.0,1583.0,1431.0,593.0,-2791.0
2020-01-10,2020,1,5,3,7.0,979.0,267.0,1401.0,823.0,-1831.0
2020-01-10,2020,1,5,4,19.0,876.0,470.0,234.0,1086.0,-513.0
2020-01-10,2020,1,5,5,8.0,817.0,180.0,1289.0,695.0,-1599.0
2020-01-10,2020,1,5,6,4.0,1126.0,340.0,67.0,715.0,-822.0
2020-01-10,2020,1,5,7,17.0,1208.0,288.0,422.0,1326.0,-609.0
2020-01-10,2020,1,5,8,6.0,724.0,1094.0,72.0,508.0,-1388.0
2020-01-10,2020,1,5,9,8.0,1355.0,172.0,1137.0,1118.0,-1554.0
2020-01-10,2020,1,5,10,5.0,1044.0,1081.0,76.0,803.0,-1403.0
2020-01-10,2020,1,5,11,8.0,583.0,319.0,1356.0,591.0,-1675.0
2020-01-10,2020,1,5,12,3.0,1117.0,186.0,152.0,584.0,-874.0
2020-01-10,2020,1,5,13,10.0,1267.0,455.0,1146.0,1132.0,-1746.0
2020-01-10,2020,1,5,14,7.0,1198.0,419.0,1350.0,1027.0,-1947.0
2020-01-10,2020,1,5,15,3.0,1284.0,167.0,646.0,947.0,-1153.0
2020-01-10,2020,1,5,16,6.0,1088.0,1271.0,1474.0,1131.0,-2708.0
2020-01-10,2020,1,5,17,12.0,772.0,179.0,863.0,772.0,-1054.0
2020-01-10,2020,1,5,18,18.0,1167.0,286.0,197.0,1291.0,-377.0
2020-01-10,2020,1,5,19,10.0,744.0,172.0,527.0,645.0,-808.0
2020-01-10,2020,1,5,20,10.0,876.0,171.0,927.0,831.0,-1153.0
2020-01-10,2020,1,5,21,4.0,1080.0,649.0,228.0,776.0,-1185.0
2020-01-10,2020,1,5,22,8.0,890.0,169.0,968.0,751.0,-1284.0
2020-01-10,2020,1,5,23,3.0,1337.0,187.0,970.0,1209.0,-1288.0
2020-01-10,2020,1,5,24,18.0,758.0,309.0,281.0,891.0,-475.0
2020-01-11,2020,1,6,1,3.0,1271.0,165.0,853.0,965.0,-1327.0
2020-01-11,2020,1,6,2,5.0,847.0,169.0,588.0,495.0,-1114.0
2020-01-11,2020,1,6,3,5.0,1387.0,2069.0,362.0,1611.0,-2212.0
2020-01-11,2020,1,6,4,7.0,1011.0,2974.0,1373.0,1372.0,-3993.0
2020-01-11,2020,1,6,5,9.0,703.0,3941.0,932.0,1433.0,-4152.0
2020-01-11,2020,1,6,6,7.0,586.0,1200.0,107.0,453.0,-1447.0
2020-01-11,2020,1,6,7,9.0,604.0,3819.0,1138.0,1193.0,-4377.0
2020-01-11,2020,1,6,8,10.0,832.0,172.0,993.0,758.0,-1249.0
2020-01-11,2020,1,6,9,16.0,960.0,227.0,571.0,1039.0,-735.0
2020-01-11,2020,1,6,10,4.0,885.0,182.0,268.0,409.0,-930.0
2020-01-11,2020,1,6,11,7.0,1185.0,347.0,1342.0,995.0,-1886.0
2020-01-11,2020,1,6,12,6.0,984.0,2874.0,112.0,1289.0,-2687.0
2020-01-11,2020,1,6,13,6.0,1220.0,3883.0,242.0,1918.0,-3433.0
2020-01-11,2020,1,6,14,19.0,810.0,519.0,242.0,1037.0,-553.0
2020-01-11,2020,1,6,15,8.0,819.0,679.0,1355.0,788.0,-2073.0
2020-01-11,2020,1,6,16,9.0,1492.0,169.0,853.0,1314.0,-1209.0
2020-01-11,2020,1,6,17,9.0,649.0,699.0,1340.0,684.0,-2013.0
2020-01-11,2020,1,6,18,8.0,601.0,2695.0,847.0,1008.0,-3143.0
2020-01-11,2020,1,6,19,12.0,471.0,189.0,969.0,543.0,-1098.0
2020-01-11,2020,1,6,20,7.0,949.0,3916.0,269.0,1677.0,-3464.0
2020-01-11,2020,1,6,21,5.0,893.0,171.0,1253.0,743.0,-1579.0
2020-01-11,2020,1,6,22,12.0,1458.0,212.0,808.0,1369.0,-1121.0
2020-01-11,2020,1,6,23,8.0,627.0,2861.0,144.0,909.0,-2731.0
2020-01-11,2020,1,6,24,13.0,617.0,194.0,511.0,605.0,-730.0
2020-01-12,2020,1,7,1,3.0,1066.0,357.0,275.0,697.0,-1004.0
2020-01-12,2020,1,7,2,8.0,455.0,1125.0,1486.0,594.0,-2480.0
2020-01-12,2020,1,7,3,9.0,1049.0,736.0,1317.0,965.0,-2146.0
2020-01-12,2020,1,7,4,10.0,835.0,176.0,1069.0,769.0,-1321.0
2020-01-12,2020,1,7,5,8.0,917.0,177.0,1262.0,789.0,-1575.0
2020-01-12,2020,1,7,6,7.0,581.0,2442.0,127.0,732.0,-2425.0
2020-01-12,2020,1,7,7,11.0,449.0,262.0,502.0,351.0,-873.0
2020-01-12,2020,1,7,8,6.0,1124.0,2657.0,681.0,1555.0,-2913.0
2020-01-12,2020,1,7,9,6.0,992.0,3457.0,155.0,1497.0,-3113.0
2020-01-12,2020,1,7,10,6.0,1229.0,3791.0,342.0,1917.0,-3451.0
2020-01-12,2020,1,7,11,17.0,1294.0,354.0,385.0,1433.0,-617.0
2020-01-12,2020,1,7,12,5.0,1250.0,173.0,38.0,600.0,-866.0
2020-01-12,2020,1,7,13,5.0,1202.0,747.0,1476.0,1137.0,-2293.0
2020-01-12,2020,1,7,14,16.0,1440.0,205.0,291.0,1526.0,-426.0
2020-01-12,2020,1,7,15,5.0,1184.0,2196.0,108.0,1314.0,-2179.0
2020-01-12,2020,1,7,16,19.0,982.0,462.0,243.0,1185.0,-521.0
2020-01-12,2020,1,7,17,3.0,1275.0,166.0,239.0,711.0,-972.0
2020-01-12,2020,1,7,18,4.0,1238.0,470.0,341.0,1011.0,-1042.0
2020-01-12,2020,1,7,19,5.0,1057.0,1096.0,60.0,837.0,-1381.0
2020-01-12,2020,1,7,20,2.0,1454.0,166.0,382.0,980.0,-1024.0
2020-01-12,2020,1,7,21,9.0,695.0,1081.0,1351.0,772.0,-2364.0
2020-01-12,2020,1,7,22,9.0,899.0,249.0,1216.0,810.0,-1563.0
2020-01-12,2020,1,7,23,8.0,686.0,1149.0,1465.0,761.0,-2547.0
2020-01-12,2020,1,7,24,4.0,1074.0,257.0,1347.0,984.0,-1698.0
2020-01-13,2020,1,1,1,3.0,1128.0,165.0,655.0,740.0,-1211.0
2020-01-13,2020,1,1,2,8.0,1093.0,195.0,1223.0,948.0,-1571.0
2020-01-13,2020,1,1,3,5.0,882.0,1388.0,212.0,813.0,-1674.0
2020-01-13,2020,1,1,4,17.0,480.0,375.0,276.0,588.0,-560.0
2020-01-13,2020,1,1,5,10.0,993.0,172.0,162.0,725.0,-612.0
2020-01-13,2020,1,1,6,5.0,1075.0,1486.0,80.0,984.0,-1662.0
2020-01-13,2020,1,1,7,7.0,941.0,1508.0,1514.0,994.0,-2976.0
2020-01-13,2020,1,1,8,9.0,497.0,405.0,1346.0,548.0,-1709.0
2020-01-13,2020,1,1,9,3.0,1387.0,494.0,358.0,1188.0,-1054.0
2020-01-13,2020,1,1,10,19.0,1633.0,584.0,244.0,1807.0,-673.0
2020-01-13,2020,1,1,11,7.0,773.0,2333.0,235.0,971.0,-2377.0
2020-01-13,2020,1,1,12,12.0,1608.0,175.0,613.0,1543.0,-865.0
2020-01-13,2020,1,1,13,10.0,1247.0,170.0,818.0,1135.0,-1110.0
2020-01-13,2020,1,1,14,16.0,671.0,254.0,261.0,720.0,-482.0
2020-01-13,2020,1,1,15,12.0,717.0,177.0,554.0,715.0,-745.0
2020-01-13,2020,1,1,16,18.0,1559.0,377.0,254.0,1696.0,-512.0
2020-01-13,2020,1,1,17,4.0,1214.0,1177.0,1108.0,1361.0,-2142.0
2020-01-13,2020,1,1,18,4.0,1128.0,558.0,100.0,776.0,-1014.0
2020-01-13,2020,1,1,19,6.0,1150.0,3992.0,293.0,1919.0,-3522.0
2020-01-13,2020,1,1,20,10.0,949.0,173.0,243.0,747.0,-628.0
2020-01-13,2020,1,1,21,5.0,1043.0,971.0,90.0,803.0,-1306.0
2020-01-13,2020,1,1,22,5.0,990.0,523.0,85.0,598.0,-1005.0
2020-01-13,2020,1,1,23,6.0,654.0,171.0,851.0,475.0,-1207.0
2020-01-13,2020,1,1,24,8.0,788.0,3845.0,459.0,1531.0,-3569.0
2020-01-14,2020,1,2,1,4.0,1279.0,165.0,615.0,918.0,-1145.0
2020-01-14,2020,1,2,2,8.0,800.0,1295.0,1404.0,858.0,-2649.0
2020-01-14,2020,1,2,3,6.0,959.0,2320.0,337.0,1176.0,-2446.0
2020-01-14,2020,1,2,4,8.0,421.0,2320.0,1017.0,760.0,-3006.0
2020-01-14,2020,1,2,5,8.0,368.0,669.0,527.0,277.0,-1295.0
2020-01-14,2020,1,2,6,5.0,1221.0,1825.0,1249.0,1468.0,-2832.0
